שם הצעת החוק,מדרג,מספר חוק,ניקוד,קישור להצעת החוק,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק רישום מקרי אובדנות, התשפ'א-2021",leebarliberty@gmail.com,פ\24\1418,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156263,"הכבדה רגולטורית מחד, הסיבה לא הכי לא מוצדקת לכן רק מינוס 1. זה היה גם הממוצע בסקר",,1,0,קטי קטרין שטרית,מיכאל מלכיאלי,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קטי קטרין שטריתמיכאל מלכיאליעופר כסיף
"הצעת חוק טיפול בחולי נפש (תיקון - בחירת מקום אשפוז), התשפ""א-2021",bignafcomp@gmail.com,פ/1419/24,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157695,חופש בחירה,,1,0,עופר כסיף,איימן עודה,סמי אבו שחאדה,עאידה תומא סלימאן,אמילי חיה מואטי,ג'ידא רינאוי-זועבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עופר כסיףאיימן עודהסמי אבו שחאדהעאידה תומא סלימאןאמילי חיה מואטיג'ידא רינאוי-זועבי
"הצעת חוק זכויות נפגעי עבירה (תיקון - זכאות בני משפחה), התשפ'א-2021",,פ\24\1420,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158642,,,0,0,עאידה תומא סלימאן,איימן עודה,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאןאיימן עודהעופר כסיף
"הצעת חוק לתיקון פקודת בריאות העם (הוספת מכשור רפואי לפריפריה), התשפ'א-2021",leebarliberty@gmail.com,פ\24\1421,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158829,התערבות והגדלת תקציב בריאות. לא נתתי -3 כי השוק גם ככה כאוטי ומתוכנן,,0,0,אופיר כץ,מכלוף מיקי זוהר,ניר אורבך,עידית סילמן,ינון אזולאי,עודד פורר,משה גפני,יוסף טייב,יעקב מרגי,יעל רון בן משה,קטי קטרין שטרית,אלכס קושניר,חוה אתי עטייה,מיכל וולדיגר,מיקי לוי,יפעת שאשא ביטון,ג'ידא רינאוי-זועבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אופיר כץמכלוף מיקי זוהרניר אורבךעידית סילמןינון אזולאיעודד פוררמשה גפנייוסף טייביעקב מרגייעל רון בן משהקטי קטרין שטריתאלכס קושנירחוה אתי עטייהמיכל וולדיגרמיקי לוייפעת שאשא ביטוןג'ידא רינאוי-זועבי
"הצעת חוק להסדרת הפיקוח על כלבים (תיקון - הקמת מאגר מידע גנטי של כלבים), התשפ'א-2021",leebarliberty@gmail.com,פ\24\1422,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157665,"הכנסת המדינה להוצאות ענקיות, והטלת סוג של מס חדש על בעלי הכלבים",,0,0,בועז טופורובסקי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בועז טופורובסקי
"הצעת חוק המועצה להשכלה גבוהה (תיקון - הקמת מוסדות להשכלה גבוהה), התשפ'א-2021",,פ\24\1423,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158534,,,0,0,ג'ידא רינאוי-זועבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ג'ידא רינאוי-זועבי
"הצעת חוק הביטוח הלאומי (תיקון - בדיקת תלות בידי רופא מומחה למבוטח מגיל 75), התשפ'א-2021",,פ\24\1424,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158022,,,0,0,עופר כסיף,איימן עודה,סמי אבו שחאדה,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עופר כסיףאיימן עודהסמי אבו שחאדהעאידה תומא סלימאן
הצעת חוק-יסוד: ישראל - מדינת הלאום של העם היהודי (תיקון - ביטול החוק),dup_laws_bot,פ\24\1425,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158716,"ראה חוק
פ/11/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085592",,0,0,סמי אבו שחאדה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,סמי אבו שחאדה
"הצעת חוק מס ערך מוסף (תיקון - פטור ממס ערך מוסף במכירת תרופות לחולים סופניים), התשפ'א-2021",dup_laws_bot,פ\24\1426,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158050,"כל בעל אינטרס מנסה להשיג פטור ממע'N על מוצריו כדי לקבל סבסוד עקיף על ידי משלמי המיסים. פה מדובר בייצרני התרופות. ראה חוק
פ/2441/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149147",,0,0,עופר כסיף,איימן עודה,סמי אבו שחאדה,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עופר כסיףאיימן עודהסמי אבו שחאדהעאידה תומא סלימאן
"הצעת חוק הביטוח הלאומי (תיקון - דמי ביטוח מופחתים לסטודנטים), התשפ'א-2021",,פ\24\1427,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158626,,,1,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק קביעת יום לציון הטבעת הספינה אלטלנה, התשפ'א-2021",,פ\24\1428,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157863,,,0,0,עודד פורר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורר
"הצעת חוק שכירות הוגנת (רשם השכירויות), התשפ'א-2021",,פ\24\1429,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157703,,,0,0,עופר כסיף,איימן עודה,סמי אבו שחאדה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עופר כסיףאיימן עודהסמי אבו שחאדה
"הצעת חוק חינוך פיננסי, התשפ'א-2021",,פ\24\1430,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158711,,,0,0,ולדימיר בליאק,אפרת רייטן מרום,עידן רול,יואל רזבוזוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ולדימיר בליאקאפרת רייטן מרוםעידן רוליואל רזבוזוב
"הצעת חוק מס ערך מוסף (תיקון - שיעור מס מופחת על מוצרי מזון בסיסיים), התשפ'א-2021",dup_laws_bot,פ\24\1431,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158062,"עיוות ופתח למקורביזם לגבי מה ייקבע כבסיסי. להוריד את המס באופן רוחבי.פ/210/23 ראה חוק
פ/1007/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086315",,0,0,עופר כסיף,איימן עודה,סמי אבו שחאדה,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עופר כסיףאיימן עודהסמי אבו שחאדהעאידה תומא סלימאן
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה לעצמאיים), התשפ'א-2021",dup_laws_bot,פ\24\1432,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158355,"הצעת החוק מציינת שהביטוח ימומן בנפרד עלי התקבולים שיתקבלו מביטוח אבטלה לעצמאים (פלוס נטל שווה על כלל משלמי המיסים מאוצר המדינה). מה שאומר העלאת מס הביטוח הלאומי על עצמאים. ראה חוק
פ/1280/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2088396",,1,0,בועז טופורובסקי,רון כץ,יוראי להב הרצנו,ולדימיר בליאק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בועז טופורובסקירון כץיוראי להב הרצנוולדימיר בליאק
"הצעת חוק הבחירות לכנסת (תיקון - עדכון כתובת לצורכי בחירות), התשפ'א-2021",,פ\24\1433,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156933,,,0,0,מרב מיכאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מרב מיכאלי
"הצעת חוק עוסק מפר בנסיבות מחמירות (תיקוני חקיקה), התשפ'א-2021",leebarliberty@gmail.com,פ\24\1434,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156971,"התייעצתי בקבוצה כי מחד הונאה זה פלילי, מאידך לא חייבים להגדיל רגולציה ולעשות חוק במיוחד מעבר לחוק הפלילי. התשובה בסקר היתה 0",,0,0,מירב כהן,מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מירב כהןמיכאל מלכיאלי
"הצעת חוק הקמת המוסד העליון לשפת הסימנים הישראלית, התשפ'א-2021",,פ\24\1435,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157489,,,0,0,עופר כסיף,איימן עודה,סמי אבו שחאדה,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עופר כסיףאיימן עודהסמי אבו שחאדהעאידה תומא סלימאן
"הצעת חוק הכשרות לאנשי מקצוע בתחום החינוך בנושא מגדר ונטייה מינית, התשפ'א-2021",dup_laws_bot,פ\24\1436,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158633,"מחייב מורים לעבור הכשרות בנושא מגדא ונטייה מינית ראה חוק
פ/1564/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2141823",,0,0,ניצן הורוביץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ניצן הורוביץ
"הצעת חוק לתיקון פקודת מס הכנסה (נקודת זיכוי לסטודנטים ולהוריהם), התשפ'א-2021",dup_laws_bot,פ\24\1437,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158585,"נקודת הזיכוי לא תעזור לכמעט שום סטודנט, כי רובם לא מגיעים לחבות מס. היא תסייע לכמה משפחות אמידות יחסית לקבל זיכוי נחמד במס על חשבון שאר משלמי המיסים. ראה חוק
פ/2184/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143569",,0,0,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ווליד טאהא
"הצעת חוק האזרחים הוותיקים (תיקון - פטור מתשלום בתחבורה ציבורית), התשפ'א-2021",dup_laws_bot,פ\24\1438,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158065,"ראה חוק
פ/433/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081309",,0,0,עופר כסיף,איימן עודה,סמי אבו שחאדה,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עופר כסיףאיימן עודהסמי אבו שחאדהעאידה תומא סלימאן
הצעת חוק-יסוד: נשיא המדינה (תיקון - תקופת צינון למועמד שהוא חבר הכנסת או חבר ממשלה שאינו חבר הכנסת),,פ\24\1439,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157635,,,0,0,מוסי רז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מוסי רז
"הצעת חוק בטיחות בתעסוקה ובריאות תעסוקתית, התשפ'א-2021",dup_laws_bot,פ\24\1440,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157661,"הקמת רשות חדשה לבטיחות בתעסוקה וכפייה על מעסיקים, אך ייתכן שזה יהיה מצב קל יותר למעסיקים מאשר הרגולציה הסבוכה וריבוי הכתובות הקיימים כיום. ראה חוק
פ/1478/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086676",,0,0,עופר כסיף,איימן עודה,סמי אבו שחאדה,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עופר כסיףאיימן עודהסמי אבו שחאדהעאידה תומא סלימאן
"הצעת חוק שיפוט בתי דין רבניים (נישואין וגירושין) (תיקון - החרגת שפיטה בענייני רכוש בעת גירושין), התשפ'א-2021",,פ\24\1441,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158673,,,0,0,ניצן הורוביץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ניצן הורוביץ
"הצעת חוק העונשין (תיקון - הגדרת גזענות), התשפ'א-2021",,פ\24\1442,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158071,,,0,0,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עופר כסיף
"הצעת חוק האזרחות (תיקון - ביטול אזרחות בגין מעשה אלימות בזמן מצב מיוחד בעורף), התשפ'א-2021",leebarliberty@gmail.com,פ\24\1443,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158440,"החוק הזה נועד להטיל סנקציה על מי שפוגע בחיהם וחרותם של אחרים.
הבעיה שיש לי איתו היא שרוצים לשלול אזרחות לפני הרשעה, על בסיס הגשת כתב אישום בלבד ולכן 0",,1,0,מכלוף מיקי זוהר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מכלוף מיקי זוהר
"הצעת חוק לתיקון פקודת הראיות (חיסיון עיתונאי), התשפ'א-2021",,פ\24\1444,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158670,,,0,0,ניצן הורוביץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ניצן הורוביץ
"הצעת חוק שוויון הזדמנויות במקום מגורים, התשפ'א-2021",,פ\24\1445,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158074,,,0,0,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עופר כסיף
"הצעת חוק שיפוט בתי דין רבניים (נישואין וגירושין) (תיקון - כפיית גט), התשפ'א-2021",,פ\24\1446,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158666,,,0,0,ניצן הורוביץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ניצן הורוביץ
"הצעת חוק לתיקון פקודת העיריות (חברות גבייה) (הוראת שעה), התשפ'א-2021",,פ\24\1447,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158437,,,0,0,יעקב אשר,משה גפני,מכלוף מיקי זוהר,חוה אתי עטייה,אליהו ברוכי,ישראל אייכלר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יעקב אשרמשה גפנימכלוף מיקי זוהרחוה אתי עטייהאליהו ברוכיישראל אייכלר
הצעת חוק-יסוד: חופש הביטוי וההתאגדות,,פ\24\1448,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158650,,,0,0,ניצן הורוביץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ניצן הורוביץ
"הצעת חוק עבודת נשים (תיקון - חזרה לעבודה מתקופת לידה והורות), התשפ'א-2021",,פ\24\1449,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157932,,,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק הביטוח הלאומי (תיקון - אי שלילת זכאות לגמלת סיעוד מקשיש לאחר פטירת בן הזוג), התשפ'א-2021",,פ\24\1450,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158021,,,0,0,עופר כסיף,איימן עודה,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עופר כסיףאיימן עודהעאידה תומא סלימאן
"הצעת חוק הרשות הלאומית למניעה ולמאבק באלימות במשפחה ובאלימות נגד נשים, התשפ'א -2021",,פ\24\1451,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157676,,,0,0,עאידה תומא סלימאן,עופר כסיף,איימן עודה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאןעופר כסיףאיימן עודה
"הצעת חוק תשלום פיצויים בשל נזקי אסון טבע, התשפ'א-2021",dup_laws_bot,פ\24\1452,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156859,"הצעה פופוליסטית ולא כדאית כלכלית. ראה חוק
פ/1448/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2140983",,0,0,משה גפני,יעקב אשר,יצחק פינדרוס,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה גפנייעקב אשריצחק פינדרוסינון אזולאי
"הצעת חוק יישום הסכם הביניים בדבר הגדה המערבית ורצועת עזה (הגבלת פעילות) (תיקון - עונשין על קיום פעילות וחובות דיווח לכנסת), התשפ""א-2021",bignafcomp@gmail.com,פ/1453/24,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158289,מדיני נטו,,1,0,בצלאל סמוטריץ',אורית מלכה סטרוק,שרן מרים השכל,שמחה רוטמן,מיכאל מלכיאלי,קרן ברק,מיכל וולדיגר,אוריאל בוסו,אבי מעוז,אופיר סופר,איתמר בן גביר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בצלאל סמוטריץ'אורית מלכה סטרוקשרן מרים השכלשמחה רוטמןמיכאל מלכיאליקרן ברקמיכל וולדיגראוריאל בוסואבי מעוזאופיר סופראיתמר בן גביר
