שם הצעת החוק,מדרג,מספר חוק,ניקוד לחוק,קישור להצעה,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הצעת חוק-יסוד: כבוד האדם וחירותו (תיקון מס' 2) (הזכות לשוויון),bignafcomp@gmail.com,פ/1728/23,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143822,"הזכות לשיוויון בפני החוק היא חלק אינטגרלי מחירות הפרט. החוק מציין במשפט הראשון שמדובר בשיוויון לפני החוק ולא שיוויון בתוצאות, אבל בסופו של דבר זה יתפרש על ידי בית המשפט העליון.וייתכן שיורחב לשיוויון בתוצאות כי בשמפט השני ובדברי ההסבר (שיעיננו בהם כדי להבין את 'מטרץ המחוקק' לא מודגש שזה שיוויון לפני החוק.",,1,0,איתן גינזבורג,מיכל וונש,עינב קאבלה,תהלה פרידמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורגמיכל וונשעינב קאבלהתהלה פרידמן
"הצעת חוק כבילת עצורים ואסירים שלא כדין - עוולה אזרחית (תיקוני חקיקה), התשף-2020""",bignafcomp@gmail.com,פ/1729/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142735,"חוק חירות קלאסי, מונע כבילה של אסירים שאין צורך לכבול אותם",,1,0,משה ארבל,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאי
הצעת חוק-יסוד: מגילת העצמאות,bignafcomp@gmail.com,פ/1730/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143866,"לאור: ""תהא מושתתה על יסודות החירות, הצדק והשלום לאור חזונם של נביאי ישראל; תקיים שויון זכויות חברתי ומדיני גמור לכל אזרחיה בלי הבדל דת, גזע ומין;  תבטיח חופש דת, מצפון, לשון, חינוך ותרבות"" חיובי",,1,0,מיכל וונש,איתן גינזבורג,תהלה פרידמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל וונשאיתן גינזבורגתהלה פרידמן
"הצעת חוק התאמת טפסים ממשלתיים (פרטי הורים), התשף-2020""",bignafcomp@gmail.com,פ/1731/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142756,"תהיה עלות למשלמי המיסים, אבל אולי זה נדרש... לא קריטי",,1,0,יוראי להב הרצנו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוראי להב הרצנו
"הצעת חוק הרשות הלאומית למניעת התאבדויות, התשף-2020""",,פ/1732/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2141446,,,0,0,קטי קטרין שטרית,יעקב מרגי,אופיר כץ,אורלי פרומן,מאי גולן,מתן כהנא,יעקב אשר,אורנה ברביבאי,טלי פלוסקוב,אימאן ח'טיב יאסין,מרב מיכאלי,עאידה תומא סלימאן,סונדוס סאלח,מיקי חיימוביץ',אוריאל בוסו,בצלאל סמוטריץ',מיכאל מלכיאלי,הילה שי וזאן,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קטי קטרין שטריתיעקב מרגיאופיר כץאורלי פרומןמאי גולןמתן כהנאיעקב אשראורנה ברביבאיטלי פלוסקובאימאן ח'טיב יאסיןמרב מיכאליעאידה תומא סלימאןסונדוס סאלחמיקי חיימוביץ'אוריאל בוסובצלאל סמוטריץ'מיכאל מלכיאליהילה שי וזאןאלכס קושניר
"הצעת חוק סיוע לקטינים נפגעי עבירות מין או אלימות (תיקון - טיפול נפשי לילדים), התשף-2020""",,פ/1733/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2141319,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק יום לציון אירועי הפרהוד, התשף-2020""",,פ/1734/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2140277,,,0,0,אופיר כץ,מאי גולן,אופיר סופר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אופיר כץמאי גולןאופיר סופר
"הצעת חוק ניירות ערך (תיקון - קנס מוגדל בגין הרצת מניות), התשף-2020""",,פ/1735/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086795,,,0,0,מרב מיכאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מרב מיכאלי
"הצעת חוק לתיקון פקודת מס הכנסה (נקודות זיכוי לאפוטרופוס), התשף-2020""",,פ/1736/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2141993,,,0,0,יפעת שאשא ביטון,קטי קטרין שטרית,מיקי לוי,יואל רזבוזוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יפעת שאשא ביטוןקטי קטרין שטריתמיקי לוייואל רזבוזוב
"הצעת חוק לתיקון פקודת מס הכנסה (ביטול הטבות מס לתושב חוזר ותיק), התשף-2020""",,פ/1737/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086945,,,0,0,מרב מיכאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מרב מיכאלי
"הצעת חוק להתמודדות כלכלית עם משבר נגיף הקורונה החדש (תיקון - חישוב מס מאוחד לשנים 2020-2019), התשף-2020""",bignafcomp@gmail.com,פ/1738/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142529,החלטה פשוטה שתקל על קיזוז הפסדים לצורך מס. בלי עיוותים או הקלות סקטוריאליות,,1,0,יאיר לפיד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יאיר לפיד
"הצעת חוק הקלות במס על רכישת מכשיר ניידות מסוג קלנועית (תיקוני חקיקה), התשף-2020""",dup_laws_bot,פ\23\1739,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2141849,"אמנם מוצעת הקלה במיסים, אך מצד שני מסייע רק לבעלי מוגבלויות בייבוא אישי, ולא לייבוא המוני, ומשלב פטור ממע'מ. ראה חוק
פ/119/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086272",,0,0,ינון אזולאי,משה ארבל,משה אבוטבול,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ינון אזולאימשה ארבלמשה אבוטבול
"הצעת חוק הפיקוח על שירותים פיננסיים (קופות גמל) (תיקון - הגבלת דמי ניהול בקרנות הפנסיה), התשף-2020""",,פ/1740/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2141472,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
חוק-יסוד: הכנסת (תיקון מס' 50 - הוראת שעה),bignafcomp@gmail.com,פ/1741/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143677,לא רלוונטי,,1,1,צבי האוזר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,צבי האוזר
"הצעת חוק המכינות הקדם-צבאיות (תיקון - שלילת הכרה ממכינות המעודדות סירוב פקודה והסתה), התשף-2020""",dup_laws_bot,פ\23\1742,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142271,"שלילת הכרה במכללות שיוזמת החוק לא אוהבת. פגיעה בפלטפורמה חשובה לקידום רעיוני ופגיעה בחופש הביטוי ראה חוק
פ/61/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081313",,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק השוואת תנאים לתלמידי ועובדי מוסדות חינוך מיוחד מוכרים שאינם רשמיים, התשף-2020""",,פ/1743/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143207,,,0,0,ג'אבר עסאקלה,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף ג'בארין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ג'אבר עסאקלהאיימן עודהעאידה תומא סלימאןעופר כסיףיוסף ג'בארין
"הצעת חוק חינוך ממלכתי (תיקון - חובת לימוד עברית וערבית במוסדות חינוך תיכוניים), התשף-2020""",,פ/1744/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143016,,,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק להנצחת זכרו של רחבעם זאבי (תיקון - ביטול החוק), התשף-2020""",,פ/1745/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143033,,,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק לימוד חובה (תיקון - חינוך חינם לפעוטות), התשף-2020""",bignafcomp@gmail.com,פ/1746/23,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2139820,חוק חינוך ממשלתי חובה מגיל 3 חודשים בעלות עצומה למשלמי המיסים,,0,0,עודד פורר,יבגני סובה,אלי אבידר,יוליה מלינובסקי קונין,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורריבגני סובהאלי אבידריוליה מלינובסקי קוניןאלכס קושניר
"הצעת חוק יום ציון ממלכתי לוועידת סן רמו, התשף-2020""",,פ/1747/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142166,,,0,0,עוזי דיין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עוזי דיין
"הצעת חוק הקייטנות (רישוי ופיקוח) (תיקון - הגדרת קייטנה מפוקחת), התשף-2020""",,פ/1748/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142165,,,0,0,עוזי דיין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עוזי דיין
"הצעת חוק איסור הפליה של תלמידים במערכת החינוך (תיקוני חקיקה), התשף-2020""",,פ/1749/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142326,,,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק קביעת יום לציון הטבעת הספינה אלטלנה, התשף-2020""",,פ/1750/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2139828,,,0,0,עודד פורר,יבגני סובה,אלי אבידר,יוליה מלינובסקי קונין,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורריבגני סובהאלי אבידריוליה מלינובסקי קוניןאלכס קושניר
"הצעת חוק לימוד חובה (תיקון - הוספת סייעת בגני ילדים), התשף-2020""",,פ/1751/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142308,,,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק חינוך ממלכתי (תיקון - הגבלת כהונה של מפקח מחוז), התשף-2020""",,פ/1752/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2088206,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק יום הזיכרון לנכבה, התשף-2020""",,פ/1753/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142931,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק התכנון והבנייה (תיקון - פטור מהיתר ורישוי מהיר למרחב מוגן דירתי), התשף-2020""",,פ/1754/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2088136,,,0,0,יעקב טסלר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יעקב טסלר
"הצעת חוק הסדרת מקומות רחצה (תיקון - איסור גביית דמי כניסה), התשף-2020""",,פ/1755/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142298,,,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק הביטוח הלאומי (תיקון - דמי לידה לעצמאיות - מתן זכות לעבודה חלקית), התשף-2020""",,פ/1756/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143317,,,0,0,עודד פורר,יבגני סובה,אלי אבידר,יוליה מלינובסקי קונין,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורריבגני סובהאלי אבידריוליה מלינובסקי קוניןאלכס קושניר
"הצעת חוק הביטוח הלאומי (תיקון - תוספת קצבה לנכים מונשמים), התשף-2020""",dup_laws_bot,פ\23\1757,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143325,"עלות הצעת החוק מוערכת בכ-30 מיליון שקלים חדשים בשנה. נטל על משלמי המיסים וזה לא מתפקיד מדינה ליברלית ראה חוק
פ/177/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081637",,0,0,עודד פורר,יבגני סובה,אלי אבידר,יוליה מלינובסקי קונין,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורריבגני סובהאלי אבידריוליה מלינובסקי קוניןאלכס קושניר
"הצעת חוק הביטוח הלאומי (תיקון - השלמת קצבת נכות לשכר המינימום), התשף-2020""",,פ/1758/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2139716,,,0,0,עודד פורר,יבגני סובה,אלי אבידר,יוליה מלינובסקי קונין,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורריבגני סובהאלי אבידריוליה מלינובסקי קוניןאלכס קושניר
"הצעת חוק לתיקון פקודת בריאות העם (מדיניות חיסונים לאומית ומתן תמריצים להתחסנות), התש''ף-2020",,פ/1759/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143296,,,0,0,טלי פלוסקוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,טלי פלוסקוב
"הצעת חוק הביטוח הלאומי (תיקון - תגמולים למתנדב בצוות חירום יישובי או שכונתי), התשף-2020""",,פ/1760/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2139819,,,0,0,עודד פורר,יבגני סובה,אלי אבידר,יוליה מלינובסקי קונין,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורריבגני סובהאלי אבידריוליה מלינובסקי קוניןאלכס קושניר
"הצעת חוק התכנון והבנייה (תיקון - הטמנת תשתיות בחוף הים), התשף-2020""",,פ/1761/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142312,,,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק התכנון והבנייה (תיקון - חדרי הנקה בבניינים ציבוריים), התשף-2020""",dup_laws_bot,פ\23\1762,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142331,"לחייב הקצאת חדרי הנקה ייעודיים במקומות ציבוריים (ההגדרה של מקום ציבוריים כוללת הרבה מקומות בבעלות פרטית). פגיעה בזכות הקניין, הטלת עלות יקרה על בעלי עסקים. ראה חוק
פ/167/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081611",,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק לתיקון פקודת העיריות (חלוקת הכנסות), התשף-2020""",,פ/1763/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142786,,,0,0,מיכאל מלכיאלי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכאל מלכיאלימשה ארבל
"הצעת חוק דמי מחלה (תיקון - הגדרת שוהה בבידוד כחולה), התשף-2020""",bignafcomp@gmail.com,פ/1764/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143782,מטיל על משלמי המיסים לממן דמי מחלה עבור עובד בבידוד. בעייתי גם בגלל הנטל וגם בגלל התמריציםשלא לעבוד גם אם אפשר לעבוד מרחוק. פחות בעייתי מהצעת החוק שמטילה את הנטל על המעסיקים.,,1,0,קרן ברק,מיקי לוי,עודד פורר,מתן כהנא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קרן ברקמיקי לויעודד פוררמתן כהנא
